location_id,borough,zone,day_type,request_hour,dates_with_requests,possible_dates,dates_median_above_city,dates_long_share_above_city,min_daily_n,median_daily_n
82,Queens,Elmhurst,Weekend,16,8,8,3,1,261,298.5
82,Queens,Elmhurst,Weekend,17,8,8,7,4,217,316.0
82,Queens,Elmhurst,Weekend,18,8,8,8,6,223,325.0
82,Queens,Elmhurst,Weekend,19,8,8,8,8,243,352.0
82,Queens,Elmhurst,Weekend,20,8,8,8,7,225,356.0
82,Queens,Elmhurst,Weekend,21,8,8,7,7,206,358.0
82,Queens,Elmhurst,Weekend,22,8,8,8,8,236,325.5
82,Queens,Elmhurst,Weekend,23,8,8,3,2,185,280.5
83,Queens,Elmhurst/Maspeth,Weekday,0,22,22,15,8,27,33.0
83,Queens,Elmhurst/Maspeth,Weekday,1,22,22,11,10,16,27.0
83,Queens,Elmhurst/Maspeth,Weekday,2,22,22,11,9,12,20.5
83,Queens,Elmhurst/Maspeth,Weekday,3,22,22,11,9,17,28.0
83,Queens,Elmhurst/Maspeth,Weekday,4,22,22,9,9,22,31.5
83,Queens,Elmhurst/Maspeth,Weekday,5,22,22,2,1,43,54.0
83,Queens,Elmhurst/Maspeth,Weekday,6,22,22,2,0,78,90.0
83,Queens,Elmhurst/Maspeth,Weekday,7,22,22,3,4,79,130.5
83,Queens,Elmhurst/Maspeth,Weekday,8,22,22,2,2,110,123.0
83,Queens,Elmhurst/Maspeth,Weekday,9,22,22,10,2,79,101.5
83,Queens,Elmhurst/Maspeth,Weekday,10,22,22,14,6,68,92.0
83,Queens,Elmhurst/Maspeth,Weekday,11,22,22,14,5,54,67.0
83,Queens,Elmhurst/Maspeth,Weekday,12,22,22,14,6,58,69.0
83,Queens,Elmhurst/Maspeth,Weekday,13,22,22,9,9,57,66.5
83,Queens,Elmhurst/Maspeth,Weekday,14,22,22,7,2,49,80.5
83,Queens,Elmhurst/Maspeth,Weekday,15,22,22,11,5,58,74.0
83,Queens,Elmhurst/Maspeth,Weekday,16,22,22,9,4,51,76.5
83,Queens,Elmhurst/Maspeth,Weekday,17,22,22,13,7,60,74.0
83,Queens,Elmhurst/Maspeth,Weekday,18,22,22,13,12,46,67.5
83,Queens,Elmhurst/Maspeth,Weekday,19,22,22,15,14,50,64.0
83,Queens,Elmhurst/Maspeth,Weekday,20,22,22,17,4,42,62.0
83,Queens,Elmhurst/Maspeth,Weekday,21,22,22,11,3,46,64.5
83,Queens,Elmhurst/Maspeth,Weekday,22,22,22,10,6,41,55.0
83,Queens,Elmhurst/Maspeth,Weekday,23,22,22,13,3,37,54.0
83,Queens,Elmhurst/Maspeth,Weekend,0,8,8,3,1,67,71.5
83,Queens,Elmhurst/Maspeth,Weekend,1,8,8,1,0,53,61.5
83,Queens,Elmhurst/Maspeth,Weekend,2,8,8,3,2,44,53.0
83,Queens,Elmhurst/Maspeth,Weekend,3,8,8,7,6,37,79.0
83,Queens,Elmhurst/Maspeth,Weekend,4,8,8,8,8,34,58.0
83,Queens,Elmhurst/Maspeth,Weekend,5,8,8,2,0,41,54.5
83,Queens,Elmhurst/Maspeth,Weekend,6,8,8,0,1,48,61.5
83,Queens,Elmhurst/Maspeth,Weekend,7,8,8,4,2,59,68.0
83,Queens,Elmhurst/Maspeth,Weekend,8,8,8,3,1,69,77.5
83,Queens,Elmhurst/Maspeth,Weekend,9,8,8,4,2,74,96.5
83,Queens,Elmhurst/Maspeth,Weekend,10,8,8,3,2,86,118.5
83,Queens,Elmhurst/Maspeth,Weekend,11,8,8,5,2,93,113.5
83,Queens,Elmhurst/Maspeth,Weekend,12,8,8,2,3,76,103.0
83,Queens,Elmhurst/Maspeth,Weekend,13,8,8,2,2,78,94.5
83,Queens,Elmhurst/Maspeth,Weekend,14,8,8,2,2,81,103.0
83,Queens,Elmhurst/Maspeth,Weekend,15,8,8,4,3,76,94.5
83,Queens,Elmhurst/Maspeth,Weekend,16,8,8,5,4,72,90.5
83,Queens,Elmhurst/Maspeth,Weekend,17,8,8,4,4,68,93.5
83,Queens,Elmhurst/Maspeth,Weekend,18,8,8,7,3,57,85.0
83,Queens,Elmhurst/Maspeth,Weekend,19,8,8,5,4,60,95.5
83,Queens,Elmhurst/Maspeth,Weekend,20,8,8,8,5,74,85.0
83,Queens,Elmhurst/Maspeth,Weekend,21,8,8,7,3,62,89.0
83,Queens,Elmhurst/Maspeth,Weekend,22,8,8,6,3,68,88.5
83,Queens,Elmhurst/Maspeth,Weekend,23,8,8,2,1,43,75.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,0,22,22,22,18,2,8.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,1,21,22,18,14,1,5.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,2,21,22,18,13,1,3.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,3,21,22,18,13,1,2.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,4,22,22,18,18,1,4.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,5,22,22,20,15,2,4.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,6,22,22,21,14,7,11.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,7,22,22,16,12,10,22.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,8,22,22,16,13,18,23.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,9,22,22,22,18,10,16.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,10,22,22,19,18,10,15.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,11,22,22,22,18,9,15.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,12,22,22,21,16,11,17.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,13,22,22,20,13,11,17.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,14,22,22,20,17,12,22.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,15,22,22,22,15,11,17.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,16,22,22,21,14,10,20.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,17,22,22,21,13,13,17.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,18,22,22,20,18,10,16.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,19,22,22,22,15,6,15.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,20,22,22,20,16,7,13.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,21,22,22,19,13,3,11.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,22,22,22,18,14,6,12.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekday,23,22,22,20,15,6,9.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,0,8,8,8,8,11,18.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,1,8,8,8,8,8,11.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,2,8,8,8,7,6,8.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,3,8,8,7,6,3,9.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,4,8,8,7,6,2,6.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,5,8,8,8,6,4,5.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,6,8,8,8,3,8,12.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,7,8,8,8,6,5,8.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,8,8,8,8,6,10,13.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,9,8,8,8,5,6,14.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,10,8,8,8,7,6,15.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,11,8,8,8,5,7,14.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,12,8,8,6,5,5,13.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,13,8,8,7,4,7,13.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,14,8,8,6,5,9,13.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,15,8,8,7,7,15,19.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,16,8,8,6,6,11,15.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,17,8,8,8,6,10,15.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,18,8,8,8,8,14,19.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,19,8,8,8,8,10,20.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,20,8,8,8,8,7,18.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,21,8,8,8,7,11,16.0
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,22,8,8,6,4,6,14.5
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,23,8,8,7,7,5,14.0
85,Brooklyn,Erasmus,Weekday,0,22,22,4,2,37,59.5
85,Brooklyn,Erasmus,Weekday,1,22,22,7,5,21,35.5
85,Brooklyn,Erasmus,Weekday,2,22,22,12,12,10,23.5
85,Brooklyn,Erasmus,Weekday,3,22,22,11,10,16,23.0
85,Brooklyn,Erasmus,Weekday,4,22,22,14,12,24,35.0
85,Brooklyn,Erasmus,Weekday,5,22,22,18,11,42,55.5
85,Brooklyn,Erasmus,Weekday,6,22,22,19,16,70,98.0
85,Brooklyn,Erasmus,Weekday,7,22,22,20,17,73,126.0
85,Brooklyn,Erasmus,Weekday,8,22,22,19,11,114,138.5
85,Brooklyn,Erasmus,Weekday,9,22,22,17,8,86,103.5
85,Brooklyn,Erasmus,Weekday,10,22,22,19,12,68,80.0
85,Brooklyn,Erasmus,Weekday,11,22,22,20,11,61,75.0
85,Brooklyn,Erasmus,Weekday,12,22,22,17,11,63,82.0
85,Brooklyn,Erasmus,Weekday,13,22,22,21,10,63,94.5
85,Brooklyn,Erasmus,Weekday,14,22,22,16,10,69,102.0
85,Brooklyn,Erasmus,Weekday,15,22,22,15,6,74,93.5
85,Brooklyn,Erasmus,Weekday,16,22,22,15,7,72,104.5
85,Brooklyn,Erasmus,Weekday,17,22,22,18,11,88,117.5
85,Brooklyn,Erasmus,Weekday,18,22,22,14,10,83,117.5
85,Brooklyn,Erasmus,Weekday,19,22,22,17,6,83,120.0
85,Brooklyn,Erasmus,Weekday,20,22,22,16,3,77,109.0
85,Brooklyn,Erasmus,Weekday,21,22,22,8,3,72,97.0
85,Brooklyn,Erasmus,Weekday,22,22,22,6,3,67,101.0
85,Brooklyn,Erasmus,Weekday,23,22,22,9,2,61,97.0
85,Brooklyn,Erasmus,Weekend,0,8,8,2,0,106,117.5
85,Brooklyn,Erasmus,Weekend,1,8,8,1,0,63,77.5
85,Brooklyn,Erasmus,Weekend,2,8,8,0,0,47,56.5
85,Brooklyn,Erasmus,Weekend,3,8,8,1,1,32,47.0
85,Brooklyn,Erasmus,Weekend,4,8,8,1,1,35,37.5
85,Brooklyn,Erasmus,Weekend,5,8,8,5,6,31,46.5
85,Brooklyn,Erasmus,Weekend,6,8,8,7,4,53,60.5
85,Brooklyn,Erasmus,Weekend,7,8,8,7,6,52,72.0
85,Brooklyn,Erasmus,Weekend,8,8,8,7,3,89,95.0
85,Brooklyn,Erasmus,Weekend,9,8,8,8,5,95,120.5
85,Brooklyn,Erasmus,Weekend,10,8,8,7,5,82,120.0
85,Brooklyn,Erasmus,Weekend,11,8,8,6,3,108,121.0
85,Brooklyn,Erasmus,Weekend,12,8,8,4,4,108,123.5
85,Brooklyn,Erasmus,Weekend,13,8,8,7,6,97,122.5
85,Brooklyn,Erasmus,Weekend,14,8,8,6,7,101,135.0
85,Brooklyn,Erasmus,Weekend,15,8,8,5,5,122,142.5
85,Brooklyn,Erasmus,Weekend,16,8,8,2,3,98,123.0
85,Brooklyn,Erasmus,Weekend,17,8,8,7,2,97,132.5
85,Brooklyn,Erasmus,Weekend,18,8,8,7,4,97,138.5
85,Brooklyn,Erasmus,Weekend,19,8,8,5,3,104,142.5
85,Brooklyn,Erasmus,Weekend,20,8,8,5,1,114,134.0
85,Brooklyn,Erasmus,Weekend,21,8,8,5,5,114,161.5
85,Brooklyn,Erasmus,Weekend,22,8,8,4,4,105,145.5
85,Brooklyn,Erasmus,Weekend,23,8,8,1,1,75,120.0
86,Queens,Far Rockaway,Weekday,0,22,22,22,21,29,37.0
86,Queens,Far Rockaway,Weekday,1,22,22,22,22,18,27.0
86,Queens,Far Rockaway,Weekday,2,22,22,22,21,9,14.0
86,Queens,Far Rockaway,Weekday,3,22,22,21,20,9,16.5
86,Queens,Far Rockaway,Weekday,4,22,22,22,22,11,22.5
86,Queens,Far Rockaway,Weekday,5,22,22,22,21,29,35.5
86,Queens,Far Rockaway,Weekday,6,22,22,22,22,50,63.0
86,Queens,Far Rockaway,Weekday,7,22,22,22,22,86,106.5
86,Queens,Far Rockaway,Weekday,8,22,22,22,22,88,121.0
86,Queens,Far Rockaway,Weekday,9,22,22,22,21,78,98.5
86,Queens,Far Rockaway,Weekday,10,22,22,22,22,55,78.0
86,Queens,Far Rockaway,Weekday,11,22,22,22,22,58,70.0
86,Queens,Far Rockaway,Weekday,12,22,22,22,22,52,77.0
86,Queens,Far Rockaway,Weekday,13,22,22,22,22,63,83.5
86,Queens,Far Rockaway,Weekday,14,22,22,22,22,74,92.0
86,Queens,Far Rockaway,Weekday,15,22,22,22,22,79,97.5
86,Queens,Far Rockaway,Weekday,16,22,22,22,21,72,93.0
86,Queens,Far Rockaway,Weekday,17,22,22,22,21,68,91.0
86,Queens,Far Rockaway,Weekday,18,22,22,22,20,56,77.5
86,Queens,Far Rockaway,Weekday,19,22,22,22,20,57,72.0
86,Queens,Far Rockaway,Weekday,20,22,22,22,21,57,68.5
86,Queens,Far Rockaway,Weekday,21,22,22,21,19,36,57.0
86,Queens,Far Rockaway,Weekday,22,22,22,22,21,40,58.0
86,Queens,Far Rockaway,Weekday,23,22,22,22,20,36,50.0
86,Queens,Far Rockaway,Weekend,0,8,8,8,8,45,49.5
86,Queens,Far Rockaway,Weekend,1,8,8,6,7,21,38.0
86,Queens,Far Rockaway,Weekend,2,8,8,7,7,17,29.5
86,Queens,Far Rockaway,Weekend,3,8,8,6,6,20,27.5
86,Queens,Far Rockaway,Weekend,4,8,8,8,7,10,23.0
86,Queens,Far Rockaway,Weekend,5,8,8,8,7,29,32.5
86,Queens,Far Rockaway,Weekend,6,8,8,8,8,34,49.0
86,Queens,Far Rockaway,Weekend,7,8,8,8,8,58,64.5
86,Queens,Far Rockaway,Weekend,8,8,8,8,8,54,66.0
86,Queens,Far Rockaway,Weekend,9,8,8,8,8,66,71.5
86,Queens,Far Rockaway,Weekend,10,8,8,8,8,62,75.5
86,Queens,Far Rockaway,Weekend,11,8,8,8,8,63,75.5
86,Queens,Far Rockaway,Weekend,12,8,8,8,8,64,70.5
86,Queens,Far Rockaway,Weekend,13,8,8,8,8,66,80.0
86,Queens,Far Rockaway,Weekend,14,8,8,8,8,62,81.0
86,Queens,Far Rockaway,Weekend,15,8,8,8,8,70,86.5
86,Queens,Far Rockaway,Weekend,16,8,8,8,8,56,71.5
86,Queens,Far Rockaway,Weekend,17,8,8,8,8,58,78.0
86,Queens,Far Rockaway,Weekend,18,8,8,8,8,42,72.5
86,Queens,Far Rockaway,Weekend,19,8,8,8,7,57,75.5
86,Queens,Far Rockaway,Weekend,20,8,8,8,8,56,69.5
86,Queens,Far Rockaway,Weekend,21,8,8,8,7,52,72.5
86,Queens,Far Rockaway,Weekend,22,8,8,8,8,53,73.0
86,Queens,Far Rockaway,Weekend,23,8,8,6,6,46,61.0
87,Manhattan,Financial District North,Weekday,0,22,22,1,2,41,78.5
87,Manhattan,Financial District North,Weekday,1,22,22,5,3,21,35.5
87,Manhattan,Financial District North,Weekday,2,22,22,4,3,11,20.0
87,Manhattan,Financial District North,Weekday,3,22,22,3,5,10,20.5
87,Manhattan,Financial District North,Weekday,4,22,22,0,0,23,41.0
87,Manhattan,Financial District North,Weekday,5,22,22,2,1,46,71.0
87,Manhattan,Financial District North,Weekday,6,22,22,1,0,72,116.5
87,Manhattan,Financial District North,Weekday,7,22,22,0,0,106,157.5
87,Manhattan,Financial District North,Weekday,8,22,22,1,2,131,199.5
87,Manhattan,Financial District North,Weekday,9,22,22,0,2,133,177.0
87,Manhattan,Financial District North,Weekday,10,22,22,0,3,101,141.5
87,Manhattan,Financial District North,Weekday,11,22,22,0,1,100,145.5
87,Manhattan,Financial District North,Weekday,12,22,22,0,2,116,143.5
87,Manhattan,Financial District North,Weekday,13,22,22,0,2,124,159.0
87,Manhattan,Financial District North,Weekday,14,22,22,1,0,108,157.5
87,Manhattan,Financial District North,Weekday,15,22,22,0,4,132,170.5
87,Manhattan,Financial District North,Weekday,16,22,22,4,3,131,190.5
87,Manhattan,Financial District North,Weekday,17,22,22,10,11,174,249.5
87,Manhattan,Financial District North,Weekday,18,22,22,8,7,178,264.5
87,Manhattan,Financial District North,Weekday,19,22,22,4,2,164,261.5
87,Manhattan,Financial District North,Weekday,20,22,22,0,0,156,273.5
87,Manhattan,Financial District North,Weekday,21,22,22,3,1,112,257.0
87,Manhattan,Financial District North,Weekday,22,22,22,5,3,98,214.0
87,Manhattan,Financial District North,Weekday,23,22,22,3,2,83,176.0
87,Manhattan,Financial District North,Weekend,0,8,8,7,6,220,262.5
87,Manhattan,Financial District North,Weekend,1,8,8,4,4,176,212.0
87,Manhattan,Financial District North,Weekend,2,8,8,2,2,99,126.0
87,Manhattan,Financial District North,Weekend,3,8,8,0,0,57,77.5
87,Manhattan,Financial District North,Weekend,4,8,8,0,0,47,57.5
87,Manhattan,Financial District North,Weekend,5,8,8,0,0,26,52.5
87,Manhattan,Financial District North,Weekend,6,8,8,1,0,53,68.5
87,Manhattan,Financial District North,Weekend,7,8,8,0,0,62,90.0
87,Manhattan,Financial District North,Weekend,8,8,8,1,0,99,130.0
87,Manhattan,Financial District North,Weekend,9,8,8,0,0,123,173.5
87,Manhattan,Financial District North,Weekend,10,8,8,2,1,169,217.5
87,Manhattan,Financial District North,Weekend,11,8,8,5,4,190,243.5
87,Manhattan,Financial District North,Weekend,12,8,8,5,4,216,244.5
87,Manhattan,Financial District North,Weekend,13,8,8,6,4,171,229.5
87,Manhattan,Financial District North,Weekend,14,8,8,0,1,168,216.5
87,Manhattan,Financial District North,Weekend,15,8,8,1,1,168,200.0
87,Manhattan,Financial District North,Weekend,16,8,8,1,1,157,233.5
87,Manhattan,Financial District North,Weekend,17,8,8,2,2,163,239.5
87,Manhattan,Financial District North,Weekend,18,8,8,1,0,134,273.5
87,Manhattan,Financial District North,Weekend,19,8,8,0,0,129,260.0
87,Manhattan,Financial District North,Weekend,20,8,8,1,0,134,249.5
87,Manhattan,Financial District North,Weekend,21,8,8,0,0,108,222.5
87,Manhattan,Financial District North,Weekend,22,8,8,1,0,87,208.5
87,Manhattan,Financial District North,Weekend,23,8,8,0,0,65,188.5
88,Manhattan,Financial District South,Weekday,0,22,22,3,1,12,49.0
88,Manhattan,Financial District South,Weekday,1,22,22,4,3,6,22.0
88,Manhattan,Financial District South,Weekday,2,22,22,6,5,6,14.5
88,Manhattan,Financial District South,Weekday,3,22,22,4,4,6,12.0
88,Manhattan,Financial District South,Weekday,4,22,22,2,5,8,15.0
88,Manhattan,Financial District South,Weekday,5,22,22,7,8,9,20.0
88,Manhattan,Financial District South,Weekday,6,22,22,2,1,22,37.0
88,Manhattan,Financial District South,Weekday,7,22,22,0,0,28,49.0
88,Manhattan,Financial District South,Weekday,8,22,22,2,2,41,70.0
88,Manhattan,Financial District South,Weekday,9,22,22,0,2,40,57.0
88,Manhattan,Financial District South,Weekday,10,22,22,0,1,40,52.5
88,Manhattan,Financial District South,Weekday,11,22,22,0,3,46,58.0
88,Manhattan,Financial District South,Weekday,12,22,22,0,1,46,67.5
88,Manhattan,Financial District South,Weekday,13,22,22,1,3,55,74.0
88,Manhattan,Financial District South,Weekday,14,22,22,3,1,58,78.5
88,Manhattan,Financial District South,Weekday,15,22,22,2,2,68,90.0
88,Manhattan,Financial District South,Weekday,16,22,22,8,7,83,107.5
88,Manhattan,Financial District South,Weekday,17,22,22,17,10,75,124.0
88,Manhattan,Financial District South,Weekday,18,22,22,13,7,85,127.0
88,Manhattan,Financial District South,Weekday,19,22,22,3,2,72,110.0
88,Manhattan,Financial District South,Weekday,20,22,22,2,0,81,140.5
88,Manhattan,Financial District South,Weekday,21,22,22,6,2,73,136.0
88,Manhattan,Financial District South,Weekday,22,22,22,6,5,60,132.0
88,Manhattan,Financial District South,Weekday,23,22,22,4,2,45,92.5
88,Manhattan,Financial District South,Weekend,0,8,8,8,4,148,185.5
88,Manhattan,Financial District South,Weekend,1,8,8,8,3,130,178.5
88,Manhattan,Financial District South,Weekend,2,8,8,3,2,70,105.0
88,Manhattan,Financial District South,Weekend,3,8,8,0,0,34,45.5
88,Manhattan,Financial District South,Weekend,4,8,8,0,0,20,25.5
88,Manhattan,Financial District South,Weekend,5,8,8,1,1,10,16.5
88,Manhattan,Financial District South,Weekend,6,8,8,1,2,19,28.5
88,Manhattan,Financial District South,Weekend,7,8,8,1,1,10,25.5
88,Manhattan,Financial District South,Weekend,8,8,8,2,2,22,31.0
88,Manhattan,Financial District South,Weekend,9,8,8,0,1,36,45.0
88,Manhattan,Financial District South,Weekend,10,8,8,2,2,45,57.5
88,Manhattan,Financial District South,Weekend,11,8,8,3,2,58,69.0
88,Manhattan,Financial District South,Weekend,12,8,8,5,5,57,91.0
88,Manhattan,Financial District South,Weekend,13,8,8,5,4,64,84.0
88,Manhattan,Financial District South,Weekend,14,8,8,2,2,57,82.5
88,Manhattan,Financial District South,Weekend,15,8,8,2,0,72,94.5
88,Manhattan,Financial District South,Weekend,16,8,8,2,2,83,103.5
88,Manhattan,Financial District South,Weekend,17,8,8,4,1,51,98.0
88,Manhattan,Financial District South,Weekend,18,8,8,2,0,64,88.5
88,Manhattan,Financial District South,Weekend,19,8,8,0,0,55,88.0
88,Manhattan,Financial District South,Weekend,20,8,8,2,2,60,105.0
88,Manhattan,Financial District South,Weekend,21,8,8,0,0,50,102.5
88,Manhattan,Financial District South,Weekend,22,8,8,0,1,41,99.5
88,Manhattan,Financial District South,Weekend,23,8,8,1,1,35,104.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,0,22,22,6,1,99,121.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,1,22,22,8,3,60,76.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,2,22,22,11,10,33,47.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,3,22,22,8,5,33,49.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,4,22,22,4,3,59,78.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,5,22,22,2,0,84,118.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,6,22,22,2,0,162,225.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,7,22,22,13,8,230,335.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,8,22,22,8,7,278,351.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,9,22,22,15,9,218,269.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,10,22,22,19,9,171,230.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,11,22,22,19,6,179,216.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,12,22,22,19,9,184,218.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,13,22,22,20,11,164,216.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,14,22,22,13,6,191,257.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,15,22,22,11,2,177,239.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,16,22,22,10,1,214,246.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,17,22,22,13,2,234,302.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,18,22,22,16,4,239,307.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,19,22,22,15,5,210,272.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,20,22,22,14,3,215,266.5
89,Brooklyn,Flatbush/Ditmas Park,Weekday,21,22,22,4,1,178,243.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,22,22,22,4,3,179,245.0
89,Brooklyn,Flatbush/Ditmas Park,Weekday,23,22,22,3,1,146,206.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,0,8,8,0,0,208,228.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,1,8,8,1,0,134,144.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,2,8,8,0,0,90,105.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,3,8,8,0,0,69,85.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,4,8,8,0,0,78,93.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,5,8,8,0,0,81,100.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,6,8,8,0,0,110,156.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,7,8,8,5,3,156,188.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,8,8,8,4,2,216,252.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,9,8,8,6,2,223,313.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,10,8,8,5,3,286,342.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,11,8,8,6,3,298,346.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,12,8,8,4,3,257,349.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,13,8,8,2,2,258,336.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,14,8,8,4,1,284,324.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,15,8,8,4,2,282,336.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,16,8,8,3,1,255,323.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,17,8,8,3,1,263,354.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,18,8,8,3,3,255,341.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,19,8,8,3,2,264,341.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,20,8,8,3,1,239,318.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,21,8,8,3,4,256,354.0
89,Brooklyn,Flatbush/Ditmas Park,Weekend,22,8,8,2,1,252,333.5
89,Brooklyn,Flatbush/Ditmas Park,Weekend,23,8,8,1,0,174,275.5
90,Manhattan,Flatiron,Weekday,0,22,22,0,0,56,109.0
90,Manhattan,Flatiron,Weekday,1,22,22,0,0,41,60.5
90,Manhattan,Flatiron,Weekday,2,22,22,0,0,16,44.5
90,Manhattan,Flatiron,Weekday,3,22,22,0,0,19,33.5
90,Manhattan,Flatiron,Weekday,4,22,22,0,0,26,43.0
90,Manhattan,Flatiron,Weekday,5,22,22,3,0,49,76.5
90,Manhattan,Flatiron,Weekday,6,22,22,0,0,91,135.5
90,Manhattan,Flatiron,Weekday,7,22,22,0,0,109,187.5
90,Manhattan,Flatiron,Weekday,8,22,22,0,0,161,247.0
90,Manhattan,Flatiron,Weekday,9,22,22,0,0,158,202.0
90,Manhattan,Flatiron,Weekday,10,22,22,0,0,130,164.0
90,Manhattan,Flatiron,Weekday,11,22,22,0,0,133,155.5
90,Manhattan,Flatiron,Weekday,12,22,22,0,0,110,151.5
90,Manhattan,Flatiron,Weekday,13,22,22,0,0,109,140.5
90,Manhattan,Flatiron,Weekday,14,22,22,0,0,115,153.0
